@relation CITIES_vs_MOUNTAINS
@attribute filename string
@attribute class {CITY,MOUNTAIN}
@data
SCRAPPING/PICTURES/c69.jpg, CITY
SCRAPPING/PICTURES/c70.jpg, CITY
SCRAPPING/PICTURES/c71.jpg, CITY
SCRAPPING/PICTURES/c72.jpg, CITY
SCRAPPING/PICTURES/c73.jpg, CITY
SCRAPPING/PICTURES/c74.jpg, CITY
SCRAPPING/PICTURES/c75.jpg, CITY
SCRAPPING/PICTURES/c76.jpg, CITY
SCRAPPING/PICTURES/c77.jpg, CITY
SCRAPPING/PICTURES/c78.jpg, CITY
SCRAPPING/PICTURES/m1.jpg, MOUNTAIN
SCRAPPING/PICTURES/m2.jpg, MOUNTAIN
SCRAPPING/PICTURES/m3.jpg, MOUNTAIN
SCRAPPING/PICTURES/m4.jpg, MOUNTAIN
SCRAPPING/PICTURES/m5.jpg, MOUNTAIN
SCRAPPING/PICTURES/m6.jpg, MOUNTAIN
SCRAPPING/PICTURES/m7.jpg, MOUNTAIN
SCRAPPING/PICTURES/m8.jpg, MOUNTAIN
SCRAPPING/PICTURES/m9.jpg, MOUNTAIN
SCRAPPING/PICTURES/m10.jpg, MOUNTAIN
SCRAPPING/PICTURES/m11.jpg, MOUNTAIN
SCRAPPING/PICTURES/m12.jpg, MOUNTAIN
SCRAPPING/PICTURES/m13.jpg, MOUNTAIN
SCRAPPING/PICTURES/m14.jpg, MOUNTAIN
SCRAPPING/PICTURES/m15.jpg, MOUNTAIN
SCRAPPING/PICTURES/m16.jpg, MOUNTAIN
SCRAPPING/PICTURES/m17.jpg, MOUNTAIN
SCRAPPING/PICTURES/m18.jpg, MOUNTAIN
SCRAPPING/PICTURES/m19.jpg, MOUNTAIN
SCRAPPING/PICTURES/m20.jpg, MOUNTAIN
SCRAPPING/PICTURES/m21.jpg, MOUNTAIN
SCRAPPING/PICTURES/m22.jpg, MOUNTAIN
SCRAPPING/PICTURES/m23.jpg, MOUNTAIN
SCRAPPING/PICTURES/m24.jpg, MOUNTAIN
SCRAPPING/PICTURES/m25.jpg, MOUNTAIN
SCRAPPING/PICTURES/m26.jpg, MOUNTAIN
SCRAPPING/PICTURES/m27.jpg, MOUNTAIN
SCRAPPING/PICTURES/m28.jpg, MOUNTAIN
SCRAPPING/PICTURES/m29.jpg, MOUNTAIN
SCRAPPING/PICTURES/m30.jpg, MOUNTAIN
SCRAPPING/PICTURES/m31.jpg, MOUNTAIN
SCRAPPING/PICTURES/m32.jpg, MOUNTAIN
SCRAPPING/PICTURES/m33.jpg, MOUNTAIN
SCRAPPING/PICTURES/m34.jpg, MOUNTAIN
SCRAPPING/PICTURES/m35.jpg, MOUNTAIN
SCRAPPING/PICTURES/m36.jpg, MOUNTAIN
SCRAPPING/PICTURES/m37.jpg, MOUNTAIN
SCRAPPING/PICTURES/m38.jpg, MOUNTAIN
SCRAPPING/PICTURES/m39.jpg, MOUNTAIN
SCRAPPING/PICTURES/m40.jpg, MOUNTAIN
SCRAPPING/PICTURES/m41.jpg, MOUNTAIN
SCRAPPING/PICTURES/m42.jpg, MOUNTAIN
SCRAPPING/PICTURES/m43.jpg, MOUNTAIN
SCRAPPING/PICTURES/m44.jpg, MOUNTAIN
SCRAPPING/PICTURES/m45.jpg, MOUNTAIN
SCRAPPING/PICTURES/m46.jpg, MOUNTAIN
SCRAPPING/PICTURES/m47.jpg, MOUNTAIN
SCRAPPING/PICTURES/m48.jpg, MOUNTAIN
SCRAPPING/PICTURES/m49.jpg, MOUNTAIN
SCRAPPING/PICTURES/m50.jpg, MOUNTAIN
SCRAPPING/PICTURES/m51.jpg, MOUNTAIN
SCRAPPING/PICTURES/m52.jpg, MOUNTAIN
SCRAPPING/PICTURES/m53.jpg, MOUNTAIN
SCRAPPING/PICTURES/m54.jpg, MOUNTAIN
SCRAPPING/PICTURES/m55.jpg, MOUNTAIN
SCRAPPING/PICTURES/m56.jpg, MOUNTAIN
SCRAPPING/PICTURES/m57.jpg, MOUNTAIN
SCRAPPING/PICTURES/m58.jpg, MOUNTAIN
SCRAPPING/PICTURES/m59.jpg, MOUNTAIN
SCRAPPING/PICTURES/m60.jpg, MOUNTAIN
SCRAPPING/PICTURES/m61.jpg, MOUNTAIN
SCRAPPING/PICTURES/m62.jpg, MOUNTAIN
SCRAPPING/PICTURES/m63.jpg, MOUNTAIN
SCRAPPING/PICTURES/m64.jpg, MOUNTAIN
SCRAPPING/PICTURES/m65.jpg, MOUNTAIN
SCRAPPING/PICTURES/m66.jpg, MOUNTAIN
SCRAPPING/PICTURES/m67.jpg, MOUNTAIN
SCRAPPING/PICTURES/m68.jpg, MOUNTAIN
SCRAPPING/PICTURES/m69.jpg, MOUNTAIN
SCRAPPING/PICTURES/m70.jpg, MOUNTAIN
SCRAPPING/PICTURES/m71.jpg, MOUNTAIN
SCRAPPING/PICTURES/m72.jpg, MOUNTAIN
SCRAPPING/PICTURES/m74.jpg, MOUNTAIN
SCRAPPING/PICTURES/m75.jpg, MOUNTAIN
SCRAPPING/PICTURES/m76.jpg, MOUNTAIN
SCRAPPING/PICTURES/m77.jpg, MOUNTAIN
SCRAPPING/PICTURES/m78.jpg, MOUNTAIN
SCRAPPING/PICTURES/m79.jpg, MOUNTAIN
SCRAPPING/PICTURES/m80.jpg, MOUNTAIN
SCRAPPING/PICTURES/m81.jpg, MOUNTAIN
SCRAPPING/PICTURES/m82.jpg, MOUNTAIN
SCRAPPING/PICTURES/m83.jpg, MOUNTAIN
SCRAPPING/PICTURES/m84.jpg, MOUNTAIN
SCRAPPING/PICTURES/m86.jpg, MOUNTAIN
SCRAPPING/PICTURES/m87.jpg, MOUNTAIN

